Page_Line;Version;EVAtxt
f35v.P.2;H;       qotchy.otchey.kchor.yty-
f35v.P.3;H;       dchor.choty.chyty.daiin-
f35v.P.4;H;       ytchy.qotchy.dchy.cthy-
f35v.P.5;H;       dchokchy.chocthy.chckhor-
f35v.P.6;H;       shol.tcheey.chkcheean.chcthaiin-
f35v.P.7;H;       tcho!tchor.shol.sho.c!o.kol.daiin-
f35v.P.8;H;       oaiin.tchor.cho.chotchy.dchol.d-
f35v.P.9;H;       qokchaiin.cho.ksho.l.choiin-
f35v.P.10;H;      okcheey.chosar.shory-
f35v.P.11;H;      qotcheeaiin.chodaiin-
f35v.P.12;H;      dchaiin.daiin.daiin.dal.s-
f35v.P.13;H;      ol.char.od.ar.chear-
f35v.P.14;H;      tcheai!n.shy.tar.dain-
f35v.P.15;H;      ykol.cheol.okchy.tch-
f35v.P.16;H;      ydaiin.okeey.daiin-
f35v.P.17;H;      daiin.dain.chkaly.choly-
f35v.P.18;H;      daiin.qokeeen.chokeeo.r-
f35v.P.19;H;      schokey.ykeol.chol.daiin-
f35v.P.20;H;      sodaiin.shy.dchy.ckhy.dan-
f35v.P.21;H;      doiin.chor.chor=
f36r.P.1;H;       pchafdan.qorain.chcfhal.soiin.cphor.shaiin.cthy.dair-
f36r.P.2;H;       oral.shor.ytaiin.qotaiin.qooldy.chty.chol.dy.tor-
f36r.P.3;H;       qotchy.tchy.daiin.gaiin.dol!sain=
f36r.P.4;H;       podaiir.cphy.qoypchol.rom-c!y-chy.dchy.fchom.dar-
f36r.P.5;H;       daiin.qor.chol.ctholy.s-!!o-r-chy.sy-chytaroiin-
f36r.P.6;H;       okaiin.cthor.ykaiiin.s-dain.an-dan-
f36r.P.7;H;       qotol.cthol.okol.dy.okchy-ytorory-sold-
f36r.P.8;H;       ytchor.cthol.chaiin.yd-
f36r.P.9;H;       ytodaly.daiin.otaro=
f36v.P.1;H;       pcharasy.qoforom.shoaiin.tchey.chckhhy.otaiin.cphar.daiin-
f36v.P.2;H;       qotar.chol.daiin.otaiin.qotor.ytar.ochor.chety.ckhor.dom-
f36v.P.3;H;       dchytchy.ytor.s-otaiin.qopchor.otar.otchaiin.s-
f36v.P.4;H;       qotchor.yky.ty.dy-daiin.cthor=
f36v.P.5;H;       tchor.ckhoiin.daiin.cphchar-
f36v.P.6;H;       daiin.cthor.daiin.dal.dys-
f36v.P.7;H;       qoky.keol.okchor.os.cho.shan-
f36v.P.8;H;       ykshy.ytchy.dol.yty!dy.yky-
f36v.P.9;H;       okaiin.ykcholqod.chory-
f36v.P.10;H;      ykcho!tchy.daiin.daii!l!d-
f36v.P.11;H;      oty.chcthy.ytoryd-
f36v.P.12;H;      ytol.kchy.oty.chd-
f36v.P.13;H;      oky.she.cthol.oty-
f36v.P.14;H;      soiin.chtain=
f37r.P.1;H;       tocphol.shaiin.qotor.ofchor.oty.chory.daiin.otod.or-
f37r.P.1;U;       tocphol.shaiin.qotor.ofchor.oty.chory.daiin.otod.ar-
f37r.P.2;H;       ykoiin.cthor.okaiin.qotchy.ytody.qokaiin.sho.ytaiin-
f37r.P.2;U;       ykoiin.cthor.okaiin.qotchy.ytody.qokaiin.sho.ytaiin-
f37r.P.3;H;       qo!shy.qokaiin.cthol.dy.ckhor.oky.dy=
f37r.P.3;U;       qo.shy.qokaiin.cthol.dy.ckhor.oky.dy=
f37r.P.4;H;       pchotchy.daiin.cfhol.dar.chol.daiin-yd-
f37r.P.4;U;       pchotchy.daiin.cfhol.dar.chol.daiin-yd-
f37r.P.5;H;       y!ky.qokchy.qotchor.chkol.otoly-
f37r.P.5;U;       y!ky.qokchy.qotchor.chkol.otoly-
f37r.P.6;H;       shor.shol.qokchy.qotom!ody-dchol.daiin-
f37r.P.6;U;       shor.shol.qokchy.qotam.ody-dchol.daiin-
f37r.P.7;H;       sor.chey.kor.qokor.daiin=
f37r.P.7;U;       sor.chey.kor.qokor.daiin=
f37r.P.8;H;       koiin.chorody.qokaiin.shory.otal-shor.sheor.dar-
f37r.P.8;U;       koiin.chorody.qokaiin.shory.otal-shor.sheor.dar-
f37r.P.9;H;       yk!!chody.qotchy.ykaiin.chy.qotor.dy-otcho.lol.daiin-
f37r.P.9;U;       yk!!chody.qotchy.ykaiin.chy.qotor.dy-otchol.ol.daiin-
f37r.P.10;H;      qoto.okchochor.dchor.chy!!!!.daiin-ychey.kol.daiir-
f37r.P.10;U;      qoto.okchochor.dchor.chy.shy.daiin-ychey.kol.daiir-
f37r.P.11;H;      okchor.daiin.ckhy.dain.diiiin=
f37r.P.11;U;      okchor.daiin.ckhy.dain.da!iin=
f37v.P.1;H;       kshody.qocthy.qotoldy.chopdain.sol-
f37v.P.2;H;       dor.chol.cthor.oscho.chor.daiin-
f37v.P.3;H;       qokchon.shy.chon.daiin.dy-
f37v.P.4;H;       dshor.dytory.dshor.daiin-
f37v.P.5;H;       dchor.qotol.ykchon.dain-
f37v.P.6;H;       yokor.ytchor.saiin.oty-
f37v.P.7;H;       qotchor.daiin=
f37v.P.8;H;       qotor.choiin.chetchy.daiin-
f37v.P.9;H;       dor.chor.sho.daiiin.daiin-
f37v.P.10;H;      soiin.shey.otoiin.chey.tom-
f37v.P.11;H;      qotoiin.choror.cthol.daiin-
f37v.P.12;H;      chor.sholy.sheaiin.dotody-
f37v.P.13;H;      sotoiiin=
f37v.P.14;H;      todain.cphaiin.cphorods-
f37v.P.15;H;      soiiin.cheoky.daiin.dain-
f37v.P.16;H;      qotor.daiin.chotaiin-
f37v.P.19;H;      sokchor.qokoiiin.ykeeols-
f37v.P.19a;H;     oyteey.daiin.daiin.ody-
f37v.P.19b;H;     daiin.ykoiin.qotal.daiin-
f37v.P.20;H;      ychockaey.ykol.daiin.s-
f37v.P.21;H;      oshctho.do.daiin.cthol!s-
f37v.P.22;H;      qotol.ytoiin.chocthey-
f37v.P.23;H;      yto.chol.daiin=
f38r.P.1;H;       tolor.chockhy-oky.choiin.okshol.oly.oky-
f38r.P.2;H;       okseey.chody!s-ytoiin.otaiin.otaiin.cthar-
f38r.P.3;H;       qokor.okaiin-otaiin.qokchol.chokokor-
f38r.P.4;H;       ychok.chey.chckh-chy.chka.r.odaiin.daiin.sy-
f38r.P.5;H;       okor.chey.kain-chor.ctho.dain.ckholdy-
f38r.P.6;H;       ysho.sho.kos-daiin.okoy.chochor.daiin=
f38v.P.1;H;       okchop.chol.shotol.oteol.okeey.s-chor.d.aiin.d-
f38v.P.2;H;       choiin.shey.keo.sho.oiin.s.chol.ldy-okeaiin.okom-
f38v.P.3;H;       qokeey.keor.daiin.okey.keey.daiin-dair.daiin.s-
f38v.P.4;H;       okeey.daiin.qokeey.chotey.tody-oky.aiiin.d-
f38v.P.5;H;       qoty.daiin.chol.oteeol.dody-cheod.chody-
f38v.P.6;H;       sho.keeey.key.tey.daiin.daiiin-dain.dain-
f38v.P.7;H;       daiin.qol.chy.dain.*.or.daiin-dais.daldy-
f38v.P.8;H;       o.aiin.char.chshol.chokaiin=
f39r.P.1;H;       tedo.chshd.cphhofy.chdain.shey.fsey.dy.orain.cheepaiin.ofy.shey.koly.dy-
f39r.P.1;U;       tedo.chshd.cphhofy.chdain.shey.fshy!dy.orain.checfaiin.ofy.shey.kaly.dy-
f39r.P.2;H;       olchey.cheky.qokedy.shekshey.qolain.chckshy.chdy.dair.shckhey.dol!d-
f39r.P.2;U;       olchey.cheky.qokedy.shekshey.qolain.chck!!!!shy.chdy.dair.shckh*y.dol!d-
f39r.P.3;H;       qokal!chdy.chekaiin.checkhy.dar.shed.qokeedar.eeedy.dar.or.cheey.dy.ckhy-
f39r.P.3;U;       qokal!chdy.chekaiin.checkhy.dar.shed.qokeedar.chedy.dar.or.ch**y.dy.ckhy-
f39r.P.4;H;       tohedy.chdy.olaiin.chedy.shckhdchy.chol.or.ordy.chees.aly.okal!cheg-
f39r.P.4;U;       tchedy.chdy.olaiin.chedy.shckhdchy.chol.or.ordy.chees.aly.okal!chem-
f39r.P.5;H;       dchdy.chdy.ykaiin=
f39r.P.5;U;       dchdy.chdy.ykaiin=
f39r.P.6;H;       pchdaiin.she.dam.qofchedy.shedy.kchdy.dydy.opchekaiin.shockhchy.shdalo.ry-
f39r.P.6;U;       pchdaiin.she!dam.qofchedy.shedy.kchdy.dydy.ofchekaiin.shockhe!y.shdalo.ry-
f39r.P.7;H;       dchdar.chedy.cholal.qokedar.chdy.chckhdy.dar.ar.al.ydy.eees!aii!n-
f39r.P.7;U;       dchdar.ch*dy.cholal.qokedar.chdy.chckhdy.dar.ar.al.ydy.eees.aii!n-
f39r.P.8;H;       lchedy.shedy.qokaiin.chkeey.fchedy.okam.chcfhhy.saiin.chcphy.dairom-
f39r.P.8;U;       lchedy.shedy.qokaiin.chkeey.fchedy.okam.chcfhey.saiin.chcphy.dairog-
f39r.P.9;H;       tchedy.shol.odal.qokaiin.shdaiin=
f39r.P.9;U;       tchedy.shol.odal.qokaiin.shdaiin=
f39r.P.10;H;      pchdar.shedy.ar.aiir.okair.ykeols.shedy.qockhdy.laiin.syky-
f39r.P.10;U;      pchdar.shedy.ar.aiir.okair.ykeols.shedy.qockhdy.laiin.sh!!!yky-
f39r.P.11;H;      dshdy.ar.aiin.y.ykar.chdy.ykal.olkaiin.qokaldar.cheol.dar.aiin-
f39r.P.11;U;      dshdy.ar.aiin.y.ykar.chdy.ykal.olkaiin.qokaldar.cheol.dar.aiin-
f39r.P.12;H;      tol!chdaiin.chckhy.s!aiin.olor.chl!s.aiin.oky.ches.aiin.dal-
f39r.P.12;U;      tol!chdaiin.chckhy.s.aiin.olor.chl!s.aiin.oky.ches.aiin.dal-
f39r.P.13;H;      ytor.chdar.shey.qokaiin.chor.kar.sheol!kedy.otedy.tedy.s!aiin-
f39r.P.13;U;      ytor.chdar.shey.qokaiin.chor.kar.sheol!kedy.otedy.tedy.s.aiin-
f39r.P.14;H;      daiin.shckhy.chekl.ol.daiin.chedy.ykeey.daiin.otal.chdam.qokam-
f39r.P.14;U;      daiin.shckhy.chekl.ol.daiin.chedy.ykeey.daiin.otal.chdam.qokam-
f39r.P.15;H;      qolkain.olcheol.daiin.dar.ol.dl!d.iir.a!dor.aiin.ofchee!far=
f39r.P.15;U;      qolkain.olcheol.daiin.dar.ol.dl!d.iir.a!dor.aiin.ofchee!far=
f39r.T.16;H;      oteol.cholkal-qokal.dar.ykdy=
f39r.T.16;U;      oteol.cholkal-qokyl.dar.ykdy=
f39v.P.1;H;       pdair.chdy.fdykain.or.air.sheykaiiin.ofchy.kar.or.aiin.dol.ky.oshdy-
f39v.P.1;U;       pdair.chdy.fdykain.or.air.sheykaiiin.ofchy.kar.or.aiin.dol!ky.oshdy-
f39v.P.2;H;       sor.shy.kor.chol.qoty.kchdy.olky.dor.chdy.ykar.olkedaiin.ody.dy-
f39v.P.2;U;       sor.shy.kar.chol.qoty.kchdy.olky.dar.chdy.ykar.olkedaiin.ody.dy-
f39v.P.3;H;       daiin.chor.okain.okaii!fchody.saiin.or.aiin.qokaiin.ytodaiin.o!kom-
f39v.P.3;U;       daiin.chor.okain.okaii!fchody.saiin.or.aiin.qokaiin.ytodaiin.o.kam-
f39v.P.4;H;       y.okeey.chody.cheor.aiin.okody.chodal.ykedy.qokedy.dal.o!r.aiin.shky-
f39v.P.4;U;       y.okeey.chody.cheor.aiin.okody.chodal.ykedy.qokedy.dal.o.r.aiin.shky-
f39v.P.5;H;       ytedy!kor.or.sheky.kain.otar.or.aiin.okaiin.ckhol.ol.kor.otor.opchy-
f39v.P.5;U;       ytedy.kor.or.sheky.kain.otar.or.aiin.okaiin.ckhol.ol.kor.otor.opchy-
f39v.P.6;H;       lkedy.okchey.shor!qoy.kam.cho.ckh!cfhhy.or.aly.shody=
f39v.P.6;U;       lkedy.okchey.shor.qoy!kam.cho.ckh.cfhey.or.aly.shody=
f39v.P.7;H;       par!dy.shedy.qokar.sheedy.oraly-olaiir.okar.ar-
f39v.P.7;U;       par!dy.shedy.qokar.sheedy.oraly-olainr.okar.ar-
f39v.P.8;H;       oekar.aiin.olkaiin.olky.dar.ald-shek.chek.qokchy.dar.ain-
f39v.P.8;U;       oekar.aiin.olkaiin.olky.dar.ald-shek.chek.qokchy.dar.ain-
f39v.P.9;H;       tar.aiin.dal.ar.ain.cheor.ydam-shody.okal.shd!y.kshy.or-
f39v.P.9;U;       tar.aiin.dal.ar.ain.cheor.ydam-shody.okal.shd.y.kshy.or-
f39v.P.10;H;      dar.ar.y!kar.or.yky.chdy.fchor-qokain.ar.sheedy.olchef-
f39v.P.10;U;      dar.ar.y.kar.or.yky.chdy.fchor-qokain.or.sheedy.olchef-
f39v.P.11;H;      sarol.chedy.shekam.qokar.chl-ykeedy.chckhy.dalor.dy-
f39v.P.11;U;      sarol.chedy.shekam.qokar.chl-ykeedy.chckhy.dalor.dy-
f39v.P.12;H;      paiin.alaiin.otal.chd.okar.am-okar.cheodal.ockhy-
f39v.P.12;U;      paiin.olaiin.otal.chd.okar!am-okar.cheodal.ockhy-
f39v.P.13;H;      dain.ockhedy.otedy.okedy-lchdy.okaiin.daiiiny-
f39v.P.13;U;      dain.ockhedy.otedy.okedy-lchdy.okaiin.daiiiny-
f39v.P.14;H;      tar.aiin.okaiin.cholody=
f39v.P.14;U;      tar.aiin.okaiin.cholody=
f40r.P.1;H;       pchey.keodar.aldydy-qoky.okal.shdy.olkedy.opches.ar.or!daiin-
f40r.P.2;H;       qokar.okar.okedy.dar-ykchey.kaiin.okos.chedy.okar.aralos-
f40r.P.3;H;       shy.qokal.chdy.chckhd-otor.aiis.oky.okolchy.qokar.okam-
f40r.P.4;H;       or.aiin.chekody.das-qokol.okaiin.okar.oky.okoldy.ol-
f40r.P.5;H;       lokar.qokar.okar-okol.ol.chedy.qokchd.ar.ar.or.dam-
f40r.P.6;H;       tor.or.ar.shok!or.om-olshedy.qoka!m.chdy.kar.oraiin-
f40r.P.7;H;       yaiin.chekaiin.oky-ycheey=
f40r.P.8;H;       ksheo.keeey.dar.aim-kcheo.cfhdy.orain.chefal.daiin.dm-
f40r.P.9;H;       taiin.ol.olaiin.or-dain.okaiin.okaiin.okaiin.daram-
f40r.P.10;H;      saiin.olcheey.chdy-!!!!!ychey.karar.oky.ykedy.okair.ody-
f40r.P.11;H;      toar.ykaiin.ory.dal=
f40v.P.1;H;       pchedain.chefaiin.oldy-
f40v.P.2;H;       todar.qokaiin.ol.aram-
f40v.P.3;H;       s.air.ain.okaiin.okam-
f40v.P.4;H;       taraiin.okaiin.chckhy-
f40v.P.5;H;       solaiin.okar.oly.chckhy-
f40v.P.6;H;       qoeed.aiin.ol.eeedy.daiin-
f40v.P.7;H;       shody.qokol.chedy.s.ar-
f40v.P.8;H;       chodaiin.chkal.ykedy.okal-
f40v.P.9;H;       tchy.pchody.pchdy.kor.ol-
f40v.P.10;H;      tchkaiin.tchedy.qokaiin.oraiin-
f40v.P.11;H;      schedy.qokol.chedy.dalor.aithy-
f40v.P.12;H;      ycheekeey.daiin.okaiin=
f40v.P.13;H;      toees.chedy.kedy.olfchedy.qokedy-daiin.chefain-
f40v.P.14;H;      saiin.o.lchey.kchedy.okar.qokchdy.dy-qokees.am.chdy-
f40v.P.15;H;      qokchey.qody.or.aiiin.okaiin.o.ckhy-sheod.faim!y-
f40v.P.16;H;      shol.kedy.lor.ar.okar.qoky.kedy.r-yteey.qokaim-
f40v.P.17;H;      tochey.qokeedy.qokaiin.okeor.qokar-okees.ar.oky-
f40v.P.18;H;      saiin.otain.chckhy.okal.okair.arol-qokey.okary=
f40v.T.19;H;      pchedy.chetar.ofair.arody=
f41r.P.1;H;       pchey.kedaleey.oked.shekchey-opshes.ypchd.qotcheedy.shka!keedy-
f41r.P.2;H;       ykeeo.alshey.ykedy.keshdy.dy-dor.ycheoky.qokeed.chpy.qokedy.dy-
f41r.P.3;H;       qok.ra*.y!!ekedy.ychdy.kchdy-qokedy.qokedy.shekchy.cheky.daly-
f41r.P.4;H;       chdchy.ytcheeky.ypchedy.schdy-ytedy.cthey.chees.oteey.otal.dam-
f41r.P.5;H;       qotchy.sal.yteedy.kchdy-dchedy.tchdy.dchedy.dalain=
f41r.P.6;H;       shedey.polchedy.qokeey.chekedy.ytey-chkchod-ypchedpy.shep!y.shedy-
f41r.P.7;H;       par!chdy.kchey.yteedy.qokeody-ykedy.chkedy.qokedy.chedy.qokedy-
f41r.P.8;H;       dair.chedy.chckhy.qokey.lchdy-qokedy.qokyl.cheked!.qodor.am-
f41r.P.9;H;       qokeedy.okedy.chekedy.chedy-chckheody.chekal.daiin.cheo.al.okedy-
f41r.P.10;H;      s.shok.shedy.qekchdy.dchdal!dy-ykedy.qokeedy.qokedy.qokeg-
f41r.P.11;H;      ykeod.y!keedy.chekeedy.cheked=
f41v.T.0;H;       keero!dal=
f41v.T.0;U;       keesh.dal=
f41v.P.1;H;       pcheody.qofcheepy.ofchdy.cfhekchdy-ypchedy.chepchefy.shdchdy.qotal.dar-
f41v.P.1;U;       pcheody.qofchecpy.ofchdy.cfhekchdy-ypchedy.chepchefy.shdchdy.qotal.dar-
f41v.P.2;H;       dshedy.tchey.s.aiin.shekey.okedy.okaly-daiin.okedy.ykeeody.choy.keoy.dam-
f41v.P.2;U;       dshedy.tchey.s.aiin.shekey.okedy.okaly-daiin.okedy.ykeeody.choy.keoy.dam-
f41v.P.3;H;       qokeody.okey.qokeody.oleeol.lkedy-lkeeody.qokeedy.okeey.qokol.sheol!s-
f41v.P.3;U;       qokeody.okey.qokeody.oleeol.lkedy-lkeeody.qokeedy.okeey.qotol.sheol!s-
f41v.P.4;H;       ycheos.olchey.daiin.or.chol.ol.aiin-oteedy.qoteol.oteodar.orain-
f41v.P.4;U;       ycheos.olchey.daiin.or.chol.ol!aiin-oteedy.qoteol.oteodar.orain-
f41v.P.5;H;       todaiin.ol.cheos.yteedy.okal.old-oteol.qokal.or.oteody-
f41v.P.5;U;       tadaiin.ol.cheor.yteedy.okal.old-oteol.qokal.or.oteody-
f41v.P.6;H;       ykeey.okey.ykeeol.ckhdy.chdal-ykeo.aiin.okeody.oly-
f41v.P.6;U;       ykeey.okey.ykeeol.ckhdy.chdal-ykeo.aiin.okeody.oly-
f41v.P.7;H;       daiin.olkeeo.lkol.chedy.okeey=
f41v.P.7;U;       daiin.olkeeo.lkol.chedy.okeey=
f42r.P1.1;H;      !!!sho.ofaiin.cthachcthy.otcheey.pchear-
f42r.P1.2;H;      s!ol.kaiin.char.cheky.otshaiin.daiiry-
f42r.P1.3;H;      toshy.chtshar.chotar.chain.dal-
f42r.P1.4;H;      shor.chetar.chotais.dar.cthaiin-
f42r.P1.5;H;      qokar.chockhy.chotor.cha.kary=
f42r.T1.6;H;      dorain.char=
f42r.P2.7;H;      pcho.chy.kshaiin.sho!taiin.cham.shan-
f42r.P2.9;H;      yshol.chees.cthol.shor.shol.ety.chary-
f42r.P2.9a;H;     qotchor.otchol.ctho.kchodan.chkchory-
f42r.P2.10;H;     choty.dol.ksheo.cthor.otol.cthol.chol-shol.dain-
f42r.P2.11;H;     qotor.cho.chody.daiin.chol.ctheey.dar-chy.daiidy-
f42r.P2.12;H;     dcheey.chol.shol.chokaiin.choeky.dck!y-dain.dal-
f42r.P2.13;H;     qopor.shol.shot.shol.shol.daiin.dain.s-cheam-
f42r.P2.14;H;     sho.kshey.choty.chdain.chodaiin.daiin-da!m=
f42r.P2.14;U;     sho.kshey.choty.chdain.chodaiin.daiin-da!m=
f42r.T2.15;H;     !chody.otshey.dodaiin=
f42r.P3.16;H;     pydaiin.sheor.shaiin.tsh.olcha.sholy-
f42r.P3.17;H;     shotol.shol.chety.daiin.chokchy.chkaiin-
f42r.P3.18;H;     qody.cthochy.otaiin.shy.kshes.chor.ain-
f42r.P3.19;H;     otchoty.daiin.chot.sho.ckhhy.cty.s.os-
f42r.P3.20;H;     shol.chol.shoky.okol.sho.chol.chol.chal-
f42r.P3.21;H;     shol.chol.chol.shol.c!toiin.sos.odan-
f42r.P3.22;H;     kchaiin.chos.ckhaiin.choro*.chaiin=
f42r.T3.23;H;     okchol.shol.kolschees=
f42v.P.1;H;       tcho.cto.sheey.qocho.taiin.shols-chol.chor.dain-
f42v.P.2;H;       dshe!y.tchey.y.kchey.chtchy.cphy.dan-dain.otol.daiin-
f42v.P.3;H;       sho.chotody.chotol.oky.chol.chol-dl.chcthy.otoy-
f42v.P.4;H;       qotchy.chkchy.sar.dy-odaiil-ykchy.okol.dd-
f42v.P.5;H;       chokeeor.chey.chetan-s.ary-okol.chetaiin-
f42v.P.6;H;       okeokear.cheo!tchar-sy-saiin.cthar.dam-
f42v.P.7;H;       chok.sheo!key.keeey.d-cheke!!!!!!!esshy-
f42v.P.8;H;       sodal.saiin=
f42v.P.9;H;       posheor.sho.char.chekchey.qokod-sho.cpheo.r!chy-
f42v.P.10;H;      schor.okchey.chy.shol.olor.cheaiin-ctchy.tcheen.d-
f42v.P.11;H;      qo.aiin.qokeey.kchol.cheal.oteol.d-shey.teaiin.d-
f42v.P.12;H;      chotcheey.chol.ol.chaiin.oteeaiin-chkchy.taiin.y-
f42v.P.13;H;      sho.chey.teor.shey.checthhy.daiin-chokeey.daiin-
f42v.P.14;H;      qoteey.chy.kchy.cthy.et!sees.choly-sarar.ar.al-
f42v.P.15;H;      chokey.chol.okey=
f42v.T.15;H;      okor.odeey=
f43r.P.1;H;       tarodaiin.ytedy.chody.ofchtar.chcphedy.ypar.shol.folor.aiin.cphhy.dar-
f43r.P.1;U;       tarodaiin.ytedy.chody.ofchtar.chcphedy.ypar.shol.folor.aiin.cphey.dar-
f43r.P.2;H;       yteody.oteol.ytedy.ar.chety.dar.aiir.okaldy.daral.otchdy.daiin.dal.!s-
f43r.P.2;U;       yteody.oteol.ytedy.ar.chcty.dar.aiir.okaldy.daral.otchdy.daiin.dal.!r-
f43r.P.3;H;       yty.yty.oty.she.ody.sh!y.olor.ytch*y.kaiin.chky.qotydy.dar.aiin.ykam-
f43r.P.3;U;       yty.yty.oty.she.ody.sh!y.olor.ytchdy.kaiin.chky.qotydy.dar.aiin.ykam-
f43r.P.4;H;       das!ar.ytey.tedy.kar.or.ar.she!kalchdy.cholty.qotaly.chedy.oty.otam-
f43r.P.4;U;       dar.ar.ytey.tedy.kar.ar.ar.she.kalchdy.cholky.qotaly.chedy.oty.otam-
f43r.P.5;H;       ykor.ch*dy.shekody.qotody.qotar.okedy.dar.choetchy.dam.otai!n.ytam-
f43r.P.5;U;       ykar.chedy.shekody.qotody.qotar.okedy.dar.choetchy.dam.otai!n.ytam-
f43r.P.6;H;       kchedy.chedy.daly.cheody.cheol!keepchy=
f43r.P.6;U;       kchedy.chedy.daly.cheody.cheol!keepchy=
f43r.P.7;H;       pshesy.otey.kshdy.opchdy.kedar.okedy.chdy.shocphhy.dytydy.pchdy.kedy.dam-
f43r.P.7;U;       pshesy.otey.kshdy.opchdy.kedar.okedy.chdy.shocphey.dytydy.pchdy.kedy.dam-
f43r.P.8;H;       ytchedy.chedy.cheody.shy.qoiiin.sheeeky.chedy.dai!n.shy.ykol!or.otaiin.old-
f43r.P.8;U;       ytchedy.chedy.cheody.shy.qoiiin.sheeeky.chedy.dai!n.shy.ykol.or.akaiin.old-
f43r.P.9;H;       dshedy.qotedy.dor.cheey.odain=
f43r.P.9;U;       dshedy.qotedy.dor.cheey.odain=
f43r.P.10;H;      pshdar.shed.ody.qotedy.yfchdy.qockhhdy.opchdy.daiin.qokedy.dy!dydy.qotar-
f43r.P.10;U;      pshdar.shed.ody.qotedy.yfchdy.qockhedy.opchdy.daiin.qokedy.dy.dydy.qotar-
f43r.P.11;H;      ytchedy.ty.shol.toldy.shody.otchdy.shdy.otolol.shd.olky.ytol.otary.cheky.dy-
f43r.P.11;U;      ytchedy.ty.shol.toldy.shody.otchdy.shdy.otolol.shd.olky.ytol.otary.chcky.dy-
f43r.P.12;H;      dor.shol.qokol.shedy.qotedy.qokehdy.qokody.okehdy.otedy.shedy.oty.yty.dy.saiin-
f43r.P.12;U;      dor.shol.qokol.shedy.qotedy.qokeedy.qokody.okeedy.otedy.shedy.oty.yty.dy.saiin-
f43r.P.13;H;      tshed.qosheckhhy.odeedy.qeokehy.qotedy.daiin.shodody.shochol.chckhy.ykedy.dy-
f43r.P.13;U;      tshed.qosheckhey.odeedy.qeokeey.qotedy.daiin.shodody.shochol.chckhy.ykedy.dy-
f43r.P.14;H;      ykeody.checkhy.chotehy.odain.chckhhhy.choko!r.aiin=
f43r.P.14;U;      ykeody.checkhy.choteey.odain.chckheey.choko!r!aiin=
f43v.P.1;H;       pds!a!iry.dalteoshy.da.ly.sheet.or.arodl.lkeo.r!araiin.otedy!o.poldy-
f43v.P.1;U;       pds!a!iry.dalteoshy.da!ly.sheet.or.arodl.lkeo.r.araiin.otedy.o!poldy-
f43v.P.2;H;       shedy.octhy.otedy.chedy.dar.ches!ckhy.okeody.oky.okaldy.kchdy.okar-
f43v.P.2;U;       shedy.octhy.otedy.chedy.dar.ches!!tey.okeody.oky.okaldy.kchdy.okar-
f43v.P.3;H;       tody.teedy.qot.chocthy.chky.oky.chdy.okedy.ykaiin.chey.ody.dary-
f43v.P.3;U;       tody.te!dy.qot.chocthy.chky.oky.chdy.okedy.ykaiin.chey.ody.dary-
f43v.P.4;H;       dshey.ykeedy.chees.aiin.chy.qocthedy.chey.qokar.checkhy.okam-
f43v.P.4;U;       dshey.ykeedy.chees.ai!n.chy.qocthedy.chey.qokar.checkhy.okam-
f43v.P.5;H;       qokchedy.or.alody.otedol.chcthdy.chtey=
f43v.P.5;U;       qokchedy.or.alody.otedol.chcthdy.chtey=
f43v.P.6;H;       tol!kchdy.okedy.qokedol.shedy.okedal.shedy.pchdol.otey.d!!alorai!n-
f43v.P.6;U;       tol!kchdy.okedy.qokedol.shedy.okedal.shedy.pchdol.otey.d!!alorai!n-
f43v.P.7;H;       ytshedy.ykeody.oykeedy.chedy.tedy.chcthy.otam.ot.ytaiin.otas-
f43v.P.7;U;       ytshedy.ykeody.oykeedy.chedy.tedy.chcthy.otam.ot.ytaiin.otar-
f43v.P.8;H;       shetcheodchs.ochedy.oteody.chedy.chody.daiin.sheody.ykar.chef-
f43v.P.8;U;       shetcheodchs.ochedy.oteody.chedy.chody.daiin.sheody.ykar.chef-
f43v.P.9;H;       yteedy.olos.aiin.ockhy=
f43v.P.9;U;       ytchdy.olos.aiin.ockhy=
f43v.P.10;H;      tar.chor.ar.aldar.chdy.daldar.chepy.yteedy.!!ypchey.pchedy.yfor-
f43v.P.10;U;      tar!chor.ar.aldar.chdy.daldar.chepy.yteedy.s.ypchey.pchedy.yfor-
f43v.P.11;H;      y.sheey.or.air.yteey.cheody.ar.sheo.qody.chckhy.chdy.choty.shecthy-
f43v.P.11;U;      y!shyey.or.air.yteey.cheody.ar.sheo.qody.chckhy.chdy.choty.shecthy-
f43v.P.12;H;      y.shee.kedy.dar.chey.qotedy.ekaiin.chedy.cthey.oteol.or.aiin.odain-
f43v.P.12;U;      y!shee.kedy.dar.shey.qotedy.otaiin.chedy.cthey.oteol.oraiin.odai!n-
f43v.P.13;H;      dshedy.tedy.ckhedy.chekcheey.dy.keody.otedy.cheetam.okedar.am!am-
f43v.P.13;U;      dshedy.tedy.ckhedy.chekcheey.dy.keody.otedy.cheetam.okedar.am.am-
f43v.P.14;H;      dykeedai!n.chedy.okeedy.chedal.olkey.cheky.choal.chedy.oteo!r!om-
f43v.P.14;U;      dykchdai!n.chedy.okeedy.chedal.olkey.cheky.choal.chedy.oteo!r.om-
f43v.P.15;H;      oteod.qolkeey.kaldy.chy.darod*.qokeey.kol.dary.taros-
f43v.P.15;U;      oteod.qolkeey.taldy.chy.darody.qokeey.kol.dary!taros-
