Page_Line;Version;EVAtxt
f101v2.R2.9;U;    olara!n=
f101v2.R3.1;U;    **l**=
f101v2.P.1;H;     tolchor.cheop!or.or.ody.cpheyr.shee.fol.s!oiin.otsheey.oto!!***-***!!kcho.pcholy.chor.or.choror.sy-dorar-okoraiin.orol!odai!n-
f101v2.P.1;U;     tolchor.cheop.or.or.ody.cpheyr.shee.fol.s.oiin.otcheey.otch.***-***y.kcho.pcholy.chor.or.choror.sy-dorar-okoraiin.oral.ogaiin-
f101v2.P.1a;H;    or.aiin.or.o.or.omam.chor.s.aiin.okor.cheeor.sheeol.qokol!***-***ol.qoor.cheey.qokeod.oeeo.r.choy.s-okeeody-chodaiin.cthy.okody.dar-
f101v2.P.1a;U;    or.aiin.!!*o.or.ogam.chor.s.aiin.okor.cheeor.sheeol.qokol.***-***ol.qoor.cheey.qykeod.oeeo.r.choy.s-okeeody-chodaiin.cthy.okody.dar-
f101v2.P.2;H;     ycheor.oeo.dai!n.cheokal.ykhody.cheeod!s.or!aiin.qoeey.cthey!***-***eocthy.dai!n.ch!edo.dydy=
f101v2.P.2;U;     ycheor.cho!daiin.cheokyl.y!!!!keody.che!od.s.or.aiin.qoeey.cthey.***-***eocthy.dai!n.cheodo.dydy=
f101v2.P.3;H;     ksh!ar.lol.keeol.otal.or.ol.aiin.okeod.ykeey.dai!n.olcheol!***-***!opcheol.cthey.qekeol!dy.qocthor.sheody.qockheey.odaiin.sho.y!tolaiir.!sodaiin.dy-
f101v2.P.3;U;     *sh.ar.l*l.teeol.otol.or.ol.aiin.okeod.ykeey.dai!n.olcheol.***-***.opcheol.cthey.qekeol.dy.qocthor.sheody.qockheey.odaiin.sho!y.tolaiir.*sodaiin.dy-
f101v2.P.4;H;     oaiin!!.ol.ol!or.daiin.okeey.qok.ykeol.daiin.qockhy.daiin.olch***-***!dar.qokeol.dol.oraiin.oldaiin.keeol.*.rch.qokeeeor.sydy.cheor.okeey.chol.do.dar-
f101v2.P.4;U;     *ai!n.***!.ol.or.daiin.okeey.qok.ykeol.daiin.qockhy.daiin.oech***-***.dar.qokeol.dal.oraiin.oldaiin.keeol.*.rch.qokeeor.s.ydy.cheor.okeey.chol!dy.dar-
f101v2.P.5;H;     teeal.sheol.qokeor.q!khol.olchor.chokey.chor.ctheey.da*s*-***!daiin.cheeody.cheey.keo.cheol.daiiin.deeor.cheedy=
f101v2.P.5;U;     ***!l.!**ol.q*keor.qckhol.olchor.chokey.chor.ctheey.da***-***.daiin.cheeody.cheey.keo.cheol.daii!n.deeor.cheedy=
f101v2.P.6;H;     daiin.dair.yteol.chor.qockhol.daiin.ckheey.chey.kchey.dos**-***iin.okeey.ckheo!.lcheody.kcheol.daiin.eteeys.ctheody.ctheo!ckhosho.ol!chor-
f101v2.P.6;U;     ***!!.!**r.y**ol.chor.qockhol.daiin.ckheey.chey.kchey.d!***-***dan.okeey.ckh***.*cheody.kcheol.daiin.eteeys.ctheody.ctheo.ckhosh*.ol.chor-
f101v2.P.7;H;     olaiin.okeol.cheo.kol.ches.sheey.qoor.qokeody.cheor.okey***-***oiin.cheey.cthey.ory.ctheey.qokeey.shol.ody.cheol.or!al!ar.shey.qokar!ary-
f101v2.P.7;U;     *****!.*****.**eo.kol.ches.sheey.qoor.qokeody.cheor.okeo***-***!!in.cheey.!!***.ory.ctheey.qokeey.shol.ody.cheol.or.al.ar.shey.qokar.ary-
f101v2.P.8;H;     sol.chol.choly.okee!y.dal.qol.shckheol.chol.cthear.keey***-***chee!o.ol.chs.oraiin.qokeeey.s!aiir.qodaiin.cheol.qokeey.daiin.cheodam=
f101v2.P.8;U;     ***.***!.**ol*.okee*y.dal.qol.shckheol.chol.cthear.k******-***cheeeo.***!!!!araiin.qokeeey.s.aiir.qodaiin.cheol.qokeey.daiin.cheodam=
f101v2.T.9;H;     teol.cheol.ekchey!-****or.cheol.cthol**.cholaiin.chol.qkos=
f101v2.T.9;U;     teol.cheol.otch***-***!or.cheol.cthol**.cholaiin.chol.qkar=
f102r1.L1.0a;H;   dordod=
f102r1.L1.0a;U;   ******=
f102r1.L1.0b;H;   orolaly=
f102r1.L1.0b;U;   *******=
f102r1.L1.0c;H;   dardsh=
f102r1.L1.0c;U;   ******=
f102r1.L1.1;H;    otodeeodor=
f102r1.L1.1;U;    otodeeodor=
f102r1.P.1;H;     polaiin.shocthy.qoteol.loiiin.oteeor.cpheodar.shol!daiin-
f102r1.P.1;U;     polaiin.shocthy.qoteol.loiiin.oteeor.cpheodar.shol.daiin-
f102r1.P.2;H;     dsheody.okeeoy.kody.chkeeody.daraiiin.ctheoly.qokcheo.l!olai!n-
f102r1.P.2;U;     dsheody.okeeoy.kody.chkeeody.daraiiin.ctheoly.qokcheo!l.olai!n-
f102r1.P.3;H;     ytol.sheol.she.olaiin.orai!n.orar!oekeol.chol.ekey.qokol.dain-
f102r1.P.3;U;     ytol.sheol.she.olaiin.orai!n.orar!ockhol.chol.ckhy.qokol.dain-
f102r1.P.3a;H;    daiin.ykeeol.oldy.okodaiin=
f102r1.P.3a;U;    daiin.ykeeol.oldy.okodaiin=
f102r1.P.4;H;     pshodaiin.qoorar.chopy-chofol.daiin.oteol.qoteol.doly-
f102r1.P.4;U;     pshodaiin.qoorar.chopy-chofol.daiin.oteol.qoteol.doly-
f102r1.P.5;H;     daiin.orsheoldy.qokeol-oteeody.lshody.keodal.qokshdy.sy-
f102r1.P.5;U;     daiin.orsheoldy.qokeol-oteeody.lshody.keodal.qokshdy.sy-
f102r1.P.6;H;     ycheol.sholdy.chol.chol.ykeeol.dol.doleodaiin.dol.cthedy-
f102r1.P.6;U;     ycheol.sholdy.chol.chol.ykeeol.dol.doleodain*.dal.cthedy-
f102r1.P.7;H;     dcheo.qockhy.sol.sheey.okeody.qokeodol.shockhey.oleeol=
f102r1.P.7;U;     dcheo.qockhy.sol.sheey.okeody.qokeodol.shockhey.oleeol=
f102r1.P.8;H;     teesody.qoeol.olcheor.qokey.okshey.qokeol.sheo.fol!cfhhy-
f102r1.P.8;U;     teesody.qoeol.olcheor.qokey.okshey.qokeol.sheo.fol.cfhey-
f102r1.P.9;H;     doeey.keeol.qokeo.daor.shey.qoteol.okol.chos.sor.oeeaiin-
f102r1.P.9;U;     doeey.keeol.qokeo.daor.shey.qoteol.okal.chos.sor.oeeaiin-
f102r1.P.10;H;    or.chol.daiin.dykeor.sheey.qokeody.dor.os.ykeey.kam-
f102r1.P.10;U;    or.chol.daiin.dykeor.sheey.qokeody.dor.or.ykeey.kam-
f102r1.P.11;H;    ddor.chordom-soraiin.ykeey.dy.okeol.doeoeas-s!aral.dor-
f102r1.P.11;U;    ddor.chordam-soraiin.ykeey.dy.okeol.doeoear-s.aral.dor-
f102r1.P.12;H;    ydar.arody-oldaiin.sody.chockhy.oly=
f102r1.P.12;U;    ydar.arody-oldaiin.sody.chockhy.oly=
f102r2.P.1;H;     lsais.amg.cheey.cfhey.por.aiin.chefoly-
f102r2.P.1;U;     lsais.amg.cheey.cfhey.por.aiin.chefoly-
f102r2.P.2;H;     ycheor.olaiin.olsho.qokol.olaiin.oldam-
f102r2.P.2;U;     ycheor.olaiin.olsho.qokol.olaiin.oldam-
f102r2.P.3;H;     daiin.ckheeol.ol.dor.okol.cheodor.sor.airam-
f102r2.P.3;U;     daiin.ckheeol.ol.dor.okol.cheodor.sor.airam-
f102r2.P.4;H;     tor.sheo.or.chey.qo!os.yteor.chol.choky-
f102r2.P.4;U;     tor.sheo.or.chey.qo.or.yteor.chol.choky-
f102r2.P.5;H;     daiin.okody.qokeody.okeol.dor.chckhy.oteod.s!oss!!!!y=
f102r2.P.5;U;     daiin.okody.qokeody.okeol.dor.chckhy.oteod.s.or*y=
f102r2.P.6;H;     kolor.ol!aiin.opor.she!y.opolkod.odai!n.sheo.qoeol.shey-
f102r2.P.6;U;     kolor.ol.aiin.ofor.she!o.opolkod.odai!n.sheo.qoeol.shey-
f102r2.P.7;H;     dor.oiin.okeody.qokeol.sheoy.qoochey.ckheol.seeey.ske!kyd-
f102r2.P.7;U;     dor.oiin.okeody.qokeol.sheoy.qodchey.ckheol.sheey.skeekyd-
f102r2.P.8;H;     shockhy.qockhey.sol.eeey.dol.cheol.doaiin.qkeeey.cthey-
f102r2.P.8;U;     shockhy.qockhey.sol.eeey.dol.cheol.doaiin.qkeeey.cthey-
f102r2.P.9;H;     kockhas.okor.ykeey.okeey.qokeey.dol.ol.sheody.okey.dol.cthchy-
f102r2.P.9;U;     kockhos.okor.ykeey.okeey.qokeey.dol.ol.sheody.okey.dal.ctheey-
f102r2.P.10;H;    ytchy.o!!!!!!lockhy.okeey.cheody.soiin.dol.ockhy.okeody=
f102r2.P.10;U;    ytchy.olockhy.okeey.cheody.roiin.dol.ockhy.okeody=
f102r2.P.11;H;    cthol.dcthody.cthol.soeees.ykeody.qokeey.qotcho.soefchocphy-
f102r2.P.11;U;    cthol.dcthody.cthol.soeees.ykeody.qokeey.qotchy.soefchocphy-
f102r2.P.12;H;    ykeockhey.okey.qokeeo.ckhey.qokey.desey.qyoeey.dol.chkey.cheky-
f102r2.P.12;U;    ykeockhey.okey.qokeeo.ckhhy.qokey.desey.qyoeey.dol.chkey.ch*ky-
f102r2.P.13;H;    okol.shey.qockhey.dol.shey.dol.sheey.qokol.daiin.oky.oky-
f102r2.P.13;U;    otol.shey.qockhey.dol.shey.dol.sheey.qokol.daiin.oky.oky-
f102r2.P.14;H;    qokeod.okeol.okeol.ycheo.ckhey.qkeody.qokey.ody.keeody.chody-
f102r2.P.14;U;    qokeod.okeal.okeol.ycheo.ckhey.qkeody.qokey.ody.keeody.chody-
f102r2.P.15;H;    ykeey.keeol.cheor.ydeeal.cheody.qkeeo!d.olchey=
f102r2.P.15;U;    ykeey.keeol.cheor.ydeeal.cheody.qkeea!d.olchey=
f102r2.X.0a;H;    de*d*loy=
f102r2.X.0a;U;    ********=
f102r2.X.0b;H;    *o**sal=
f102r2.X.0b;U;    *******=
f102r2.X.0c;H;    ra**l*r*=
f102r2.X.0c;U;    ********=
f102r2.X.1;H;     koldarod=
f102r2.X.1;U;     koldarod=
f102r2.X.2;H;     odalydary=
f102r2.X.2;U;     odalydary=
f102v2.C.1;H;     porshols-
f102v2.C.1;U;     porshols-
f102v2.C.2;H;     soe.dy=
f102v2.C.2;U;     soaidy=
f102v2.C.3;H;     otolky=
f102v2.C.3;U;     otolky=
f102v2.L1.1;H;    oror=
f102v2.L1.1;U;    oror=
f102v2.L1.2;H;    eeor=
f102v2.L1.2;U;    eeor=
f102v2.L1.3;H;    sachy=
f102v2.L1.3;U;    sachy=
f102v2.L1.4;H;    okeos=
f102v2.L1.4;U;    okeor=
f102v2.L1.5;H;    otol=
f102v2.L1.5;U;    otol=
f102v2.L1.6;H;    otory=
f102v2.L1.6;U;    otory=
f102v2.L1.7;H;    ok**=
f102v2.L1.7;U;    o***=
f102v2.L2.1;H;    okody=
f102v2.L2.1;U;    okody=
f102v2.L2.2;H;    cheor=
f102v2.L2.2;U;    cheor=
f102v2.L2.3;H;    okoroeey=
f102v2.L2.3;U;    okoroeey=
f102v2.L2.4;H;    opchy=
f102v2.L2.4;U;    opchy=
f102v2.L2.5;H;    sarol=
f102v2.L2.5;U;    sarol=
f102v2.L2.6;H;    olrodar=
f102v2.L2.6;U;    olrodar=
f102v2.L2.7;H;    tod*!!=
f102v2.L2.7;U;    tch***=
f102v2.P1.1;H;    podeesho.oteeos.sheos.qokeeo.chckhhy.shkeey.chekeod-
f102v2.P1.1;U;    podeesho.!keeos.sheos.qokeeo.chckh!y.shkeey.chekeod-
f102v2.P1.3;H;    ocheos.chy.okeor.okeol.okeol.shy.o-
f102v2.P1.3;U;    ocheos.chy!okeor.okeol.okeol.shy!o-
f102v2.P1.4;H;    dcheo.qoeeor.oeoikhy.cheos.ol.or.ol.okeeo!r.ai!n-
f102v2.P1.4;U;    dcheo.qoee*r.oeockhy.cheos.ol.or.ol.okeeo!r.ai!n-
f102v2.P1.5;H;    qekeor.cho.keeol.okeeey.qokeody.chockhey.qokeey.dol.ol.sheeoy.tody.cheoe*-
f102v2.P1.5;U;    qokeor.che!keeol.okeeey.qokeody.chockhey.qokeey.dol.ol.sheeoy.tody.cheoch-
f102v2.P1.6;H;    ycheey.s.odeeeey.okeeor.cheol.or.oiin.oeees.okear.chey.keey.s!aiin.oteos-
f102v2.P1.6;U;    ycheey.s.odee!!y.okeeor.cheol.os.aiin.oches.okear.chey.keey.s.aiin.otee*-
f102v2.P1.7;H;    doi!n.or.oiin.cheol.s!oiir.chol.sheey.qockhy.ol.keor.okeody.okeor.chos-
f102v2.P1.7;U;    doi!n.or.ai!n.cheol.s.oiir.chol.sheey.qockhy.ol.keol.okeody.okeor.cho*-
f102v2.P1.8;H;    oteo.okey.shey.okey.aiees.or!eey=
f102v2.P1.8;U;    *key.okeo.shey.okey.oiees.or.eey=
f102v2.L3.1;H;    ora!!n=
f102v2.L3.1;U;    orai!n=
f102v2.L3.2;H;    oika=
f102v2.L3.2;U;    arky=
f102v2.L3.3;H;    okeeo!raiin=
f102v2.L3.3;U;    okeeo!raiin=
f102v2.L3.4;H;    okockhy=
f102v2.L3.4;U;    okockhy=
f102v2.L3.5;H;    e***ddy=
f102v2.L3.5;U;    o***!!!=
f102v2.P2.9;H;    pydaeey.odey.pcheody.qoekeey.oteey.qokeod.sheey.opaiin.deeor-
f102v2.P2.9;U;    pyd.!*y.odey.pcheady.qockhey.oteey.qokeod.sheey.opaiin.deeor-
f102v2.P2.10;H;   oldeey.ckhy.sheeody.eeos.shesee.oeor.ykoear.chekeey.ykory-
f102v2.P2.10;U;   olde*y.ckhy.sheeody.eeos.she*!e.oeor.ykchar.chekeey.ykory-
f102v2.P2.11;H;   dar.cheor.sheor.okeol.shoy.s.ar.oky.cheeor.ol.daiin.sy-
f102v2.P2.11;U;   dar.cheor.shoar.okeol.shoy.s.ar.oky.cheeor.ol.daiin.sy-
f102v2.P2.12;H;   qokeor.sho.*!keeeos.cheor.os.al.chos.aiiin.oky.oka!r.aiin-
f102v2.P2.12;U;   qokeor.sho.**keeeos.cheor.or.al.chos.aiiin.oky.oka!r.aiin-
f102v2.P2.13;H;   sor.shey.okeeor.sheo!ckhey.qokeos.okeeol.ctheor.okey.sal-
f102v2.P2.13;U;   sor.shey.okeeor.sheo!ckhey.qokeor.okeeol.ctheor.okey.sal-
f102v2.P2.14;H;   ychor.sheol.por.sheeor.shekeey.qoky.cheo.keody.qokeol.dai!n-
f102v2.P2.14;U;   ychor.sheal.por.shoeor.shckhey.qoky.cheo.keody.qokeol.da*!!-
f102v2.P2.15;H;   okeeor.cheey.okeey.s!or.chey.okey.okey.okeey.qokeor=
f102v2.P2.15;U;   okeeor.cheey.okeey.s.ar.chey.okey.okey.okeey.qokeor=
f102v2.P2.16;H;   tchor.or.chey.kor.or.cthey.qoeeey.qokeey.okeo.r!oly.sar-
f102v2.P2.16;U;   tchor.or.chey.kor.or.cthey.qoeeey.qokeey.okeo!r.oly.sar-
f102v2.P2.17;H;   dor.cheey.ckheey.qokeor.okey.chos.sho.ykeey.okeeo.raiin-
f102v2.P2.17;U;   dar.cheey.ckheey.qokeor.okey.chos.sho.ykeey.okeey.rai*!-
f102v2.P2.18;H;   yotaiin.cheor.cheekey.orai!n=
f102v2.P2.18;U;   yotaiin.cheor.cheekey.orai!n=
f102v1.L1.0;H;    ker.ron**=
f102v1.L1.0;U;    *********=
f102v1.L1.1;H;    ykeody=
f102v1.L1.1;U;    okeody=
f102v1.L1.2;H;    okeody=
f102v1.L1.2;U;    okeody=
f102v1.L1.3;H;    doiisaly=
f102v1.L1.3;U;    daiisaly=
f102v1.L1.4;H;    ypory=
f102v1.L1.4;U;    ypary=
f102v1.L1.5;H;    opchy!tcy!=
f102v1.L1.5;U;    opchy.tch*=
f102v1.P1.1;H;    poaiin.ockhey.pchol.doiin.shey.sho!ckhsy.sheo.cthy.qoteody-
f102v1.P1.1;U;    poaiin.ockhey.pchol.doiin.shey.sho!ckhsy.sheo!cthy.qokeody-
f102v1.P1.2;H;    daisn.ol.chey.ckheol.qokeor.os!aiin.cheor.qokey.choky-
f102v1.P1.2;U;    dairn.ol.chey.ckheol.qokeor.os.aiin.cheor.qokey.choky-
f102v1.P1.3;H;    teody.ckheey.qokeol.sheky.qockheor.os.cheo.rchol.qoteor.dar-
f102v1.P1.3;U;    teody.ckheey.qokeol.sheky.qockheor.or.cheo.rchol.qoteor.dar-
f102v1.P1.4;H;    kochor.ol.ydaiin.chor!aiin.cheey.ykeey.kor.shey.qok!ey.dy-
f102v1.P1.4;U;    kochor.ol.ydaiin.chor.aiin.sheey.ykeey.tor.shey.qoktey.dy-
f102v1.P1.5;H;    s!ol.chol.qooiin.qokal.cheol.chey.kol!cheey.daiin.cheody.dy-
f102v1.P1.5;U;    s.ol.chol.qoaiin.qokal.cheol.chey.kol!cheey.daiin.cheody.dy-
f102v1.P1.6;H;    y!cheol.cheol.doiir.shekcheor.s!ar.cheor.ckhey.pchodaiin=
f102v1.P1.6;U;    y.cheol.cheol.doiir.shekcheor.s.ar.cheor.ckhey.pchodaiin=
f102v1.P1.7;H;    toiin.ol.daiin.qkol.cheol.daiin.qokar.oaiin.cheey.saiim-
f102v1.P1.7;U;    toiin.ol.daiin.qkol.cheol.daiin.qokar.oaiin.cheey.saiim-
f102v1.P1.8;H;    chor.cheor.ckhey.oteol.aikhek!y=
f102v1.P1.8;U;    chor.cheor.ckhey.oteol.aikhckhy=
f102v1.L2.1;H;    ypcholdy=
f102v1.L2.1;U;    ypcholdy=
f102v1.L2.2;H;    loralody=
f102v1.L2.2;U;    loralody=
f102v1.L2.3;H;    opchdard=
f102v1.L2.3;U;    opchdard=
f102v1.P2.9;H;    fodaiin.dair.or.sheol.okeeol.qoteol-orockhey.olkey-
f102v1.P2.9;U;    fadaiin.dair.or.sheol.okeeol.qoteol-orockhey.olkey-
f102v1.P2.10;H;   soiin.shey.qokeey.qoeeol.qokeody.sheody.qoeteey.okeey.dom-
f102v1.P2.10;U;   soiin.shey.qokeey.qoeeol.qokeody.sheody.qoeteey.okeey.dam-
f102v1.P2.11;H;   qoeeody.ychey.okeody.deody.okody.cheo.doiin.cheody.sam-
f102v1.P2.11;U;   qoeeody.ychey.okeody.deody.okody.cheo!daiin.cheody.sam-
f102v1.P2.12;H;   ykchody.chodaiin.qokeos.cheol.qool.chsea.oteody.okchy-
f102v1.P2.12;U;   ykchody.chodaiin.qokeos.cheol.qool.chsey.oteody.okchy-
f102v1.P2.13;H;   ksheody.sho.qokey.sheody.qockhey.olcheor.odai!n.okchoda-
f102v1.P2.13;U;   ksheody.sho.qokey.sheody.qockhey.olcheor.odai!n.okchody-
f102v1.P2.14;H;   ysaiin.ckhey.qoor.cheol=
f102v1.P2.14;U;   ysaiin.ckhey.qoor.cheol=
f103r.P.1;H;      pchedal.shdy.yteechy!pchy.otey.ylshey.qoteey.qotal.shedy.yshdal.dain.okol.dal.dy-
f103r.P.1;U;      pchedal.shdy.yte!chy.pchy.otey.alsh!y.qoteey.qotal.shedy.yshdal.dain.okal.dal.dy-
f103r.P.2;H;      dai!n.shek.chcphhdy.daloky.opchedy.peshol.chep.ar.otchy.sal.lkeey.sar.ain.ok**.chedy-
f103r.P.2;U;      daiin.shek.chcphedy.daloky.opchedy.peshol.chep.ar.otchy.sal.******************.chedy-
f103r.P.3;H;      yshdai!n.sheek.cheoty.chokal.chedy.chckhy.or.orol.oka!in.chal.ot.kar.ot**.chym!-
f103r.P.3;U;      yshdaiin.sheek.cheoty.chokal.chedy.chckhy.or.arol.okaiin.****************.*****-
f103r.P.4;H;      ychedy.qokedy.okedy.qokeey.okey.chdar!ol.loty.chedar.aly=
f103r.P.4;U;      ychedy.qokody.okedy.qokeey.okey.chdar.ol.loty.chedar.aly=
f103r.P.5;H;      pocharal.okedar.shedy.oteey.qokey.lkar.sheeky.okalor.shedy.rkar.otan.!!!!okdy-
f103r.P.5;U;      pocharal.okedar.shedy.oteey.qokey.lkar.sheeky.okalor.shedy.*****.****%%%%%%%%-
f103r.P.6;H;      ocheey.dai!n.shek.okeedy.okey.shedy.qokealdy.shcthy.qotedy.qot********!!.san.am!-
f103r.P.6;U;      ocheey.daiin.shek.okeedy.okey.shedy.qokealdy.shcthy.qotedy.qot***.****!!.%%%%***-
f103r.P.7;H;      sain.chey.she.olshedy.qokeey.okeeody.qoeedy.olshedy=
f103r.P.7;U;      saiin.chey.she.olshedy.qokeey.okeeody.qoedy.olshedy=
f103r.P.8;H;      daroal.okey.chedy.okey.rai!n.okechy.qois!ol.qotar.adchey.ofcho.lteody.oral.kech!dy.lo-
f103r.P.8;U;      daroal.okey.chedy.okey.rai!n.okechy.qois.al.qotar.adschy.ofcho.**************%%%%%%%%-
f103r.P.9;H;      oteeos.ar.cheal.okeey.shey.lkaiin.shey.lkeor.otai!n.shedy.otey.l.led!y.okeedaram-
f103r.P.10;H;     daiin.ol.oain.okeol.chal.okam.chety.shedy.otaiin.shedy.teolshy.oteedy.sarain-
f103r.P.11;H;     dar.oteey.otai!n.lol.shedy.okain.chey.qorai!n.shey.otoy.qokeol.key.daikhyky-
f103r.P.12;H;     oai!n.shey.shckhy.oteey.qokeol.keedy.shar.aiin.otedy=
f103r.P.13;H;     podar.sheor.qotedy.okeey.qokar.checkhy.qokai!n.chedy.pchdy.tshdy.dal.kasol-
f103r.P.14;H;     okai!n.shekai!n.chedy.qokeechy.qoky.shey.lol.s.aiin.chey.eekain.chcthy.qoky-
f103r.P.15;H;     qotedy.qokeey.shol.qotey.shkai!n=
f103r.P.16;H;     dshol.shol!kar.sedaiin.cheey.rar.okeey.shefhedy.opcheol.oteedy.tchey.shky-
f103r.P.17;H;     sar.shey.qokey.keedy.qokeey.chckhy.qokal.oty.or.aiin=
f103r.P.18;H;     polchedy.qokeol.okai!n.checthy.oteey.l!shedy.okai!n.qokai!n.qokal!shedy.oteys-
f103r.P.19;H;     okaiin.chey.qoy.shey.qokaiin.chedy.qokain.oteol.lkar.okaral.lkldy.lr-
f103r.P.20;H;     ychai!n.shckhy.qokaiin.shey.qokai!n.shedy.olor=
f103r.P.21;H;     pcheam.sokedy.dalkar.otal.qokal.chepy.okedy.qoky.pchedy.okaly.qokeedy.lor-
f103r.P.22;H;     dalshy.okai!n.shckhody.shdal.qokeedy.shedy.qotar.chcthy.chep!ar.otar.opchy-
f103r.P.23;H;     daiin.sheckhy.lchedy.chckhy.shol=
f103r.P.24;H;     tchoky.okeal.shedy.qokal.oty.opchedy.qotai!n.shcthy.otey.dai!n.oteey.oky-
f103r.P.25;H;     dar.shey.qokai!n.chckhey.chey.kai!n.chedal.okeeey.qoodai!n.okai!n.oteey.ol-
f103r.P.26;H;     oteedy.okeey.qotchy.shey.olcheedar.shey.lotos=
f103r.P.27;H;     qokechy.okeey.qokeey.lkeeody.sheey.qokeey.lkeol.tchey.qokchy.okeey.qokaly-
f103r.P.28;H;     deshedy.qokchey.dal!kai!n.okaiin.chedy.qokeey.otai!n.ain.ol.cheey.lkeedy-
f103r.P.29;H;     qokechchy.shokeey.qochey.qokeey.chal.chedy=
f103r.P.30;H;     pchol!kchdy.sheckhy.qokey.okaiin.shedy.chpchy.opchedy.oteey!kshy.chdaly-
f103r.P.31;H;     soiin.eeol.kaiin.chal.okaiin.shckhy.qokal.shdar.shchdy.okaiin.chty-
f103r.P.32;H;     okeey.shedy.qokedy.qokal.shety.otedy.shcthy.oraiin=
f103r.P.33;H;     qokeey.chechy.qokey.shckhy.choldy.qokaly.shedy.yteedy.qotail.seedy-
f103r.P.34;H;     sheod.oshey.cheedalaiin=
f103r.P.35;H;     qokeear.chain.olai!n.chey.kai!n.sheol.shedain.qokeedy.ykeedy.lcheg-
f103r.P.36;H;     okool.chedy.okeedy.qokeedy.qokeey.shdy.otey.qokeey=
f103r.P.37;H;     pchedy.qokeey.qokeo!dair.qokshy.qokeedy.qokeedy.chsky.shey.shalky-
f103r.P.38;H;     otechedy.qokai!n.shcthy.chckhy.lokeedy.checkhy.lokai!n.shedy.okeey-
f103r.P.39;H;     ykeedy.qokeey.lsheey.qotal.shedy.oteey=
f103r.P.40;H;     qokeey.sheeol.shckhy.sheol.shody.ol.aiin.otedy.qoteey.lotar.otam-
f103r.P.41;H;     cheol.sheeey.qotey.oteeal.oteedy.shetsho.keeos.shey.qokeedy.qokal.dal-
f103r.P.42;H;     tshey.sheol.cheolshy.chalal=
f103r.P.43;H;     tar.cheal.ol.sheey.qotal.sheal.qokal.sheedy.okeshedy.shokey.qokaiin-
f103r.P.44;H;     odeeey.qokeey.shey.sheal.otshedy=
f103r.P.45;H;     qokeedy.qokeedy.shol.shedar.chedy.qoteedy.oteedy.olkeol.ltary-
f103r.P.46;H;     chol.keey.qokeey.cheol.chor!ol.shedy.qokeey.qokeey.ol.laiin.cheda!!n-
f103r.P.47;H;     ssheey.okeeol.lchey.qokaly.lcheedy.oloraiin=
f103r.P.48;H;     polarar.lshedy.qotolaiin.qokeey.qokeey.shkchy.opchealol.kchy.sam-
f103r.P.49;H;     okeey.lr.ai!n.l.ol.sheed.qokeey.sheol.qokeedy.shedy.qoky.leeesai!n.am-
f103r.P.50;H;     ssheey.lshey.qol.cheey.chey.qokeey.okeey.qokai!n.cheey.qotai!n-
f103r.P.51;H;     saiin.chekeey.shey.cheosaiin=
f103r.P.52;H;     pchedal.oteey.qol.keedy.qokeey.qoty.chepchy.qopchey.lkaiin.otalsy-
f103r.P.53;H;     sshey.qokedy.qokaiin.shdy.qokeey.chedy.qokeey.qokeey.lchedy.loty-
f103r.P.54;H;     dshey.qoteeey.dar!chedy.qokey.qoty=
f103v.P.1;H;      pol.dar.olfchey.qoky.dy.qokeey.qokeey.daiin.okeedaky.qotear.shedy.dal-
f103v.P.2;H;      daiin.sheey.qokal.shedy.qokeedy.qoteor.shey.qoty.chckhy.qotai!n.chalr-
f103v.P.3;H;      qok.or.chedy.qokey.dar.chcthy.chor.qoty.shdy.okeedy.qokeey.qokai!n-
f103v.P.4;H;      y.cheey.qokeey.okeey.lkees.ol.qoteedy.ykeedy=
f103v.P.5;H;      pcheor.olkeey.cheky.qokshdy.qokaiin.okechdy.qopchdy.qotedy.qokai!n.oly-
f103v.P.6;H;      doi!n.shey.qokeedy.cheol.qoeeor.lshor.qoky.shedy.qokaiin.chedy.qokam-
f103v.P.7;H;      daiin.shey.chol.chey.oteey.lkeeor.okaiin.shedy.shedy.qokaiin.ol.chedydy-
f103v.P.8;H;      sai!n.shey.olsheey.dair.chekeeal.okeey=
f103v.P.9;H;      pchal.shal.shorchdy.okeor.okai!n.shedy.pchedy.qotchedy.qotar.ol.lkar-
f103v.P.10;H;     or.cheey.qokeeshy.okeey.loiin.oithy.otedy.lor.aiin.sheor.qotai!n.olldy-
f103v.P.11;H;     qokeedy.olkeeshy.qoky.qokal.shed=
f103v.P.12;H;     sal.sheal.shedy.okeedy.qokeey.lol.shedy.pchor.pchedy.pol.sheedy.opalam-
f103v.P.13;H;     dai!n.cseey.olshy.otey.olshedy.qotshdy.okeey.lr.ai!n.okan.olshey=
f103v.P.14;H;     teeol.sheol.sho.qokeedy.shedy.qokey.oshedy.oteedy.qokai!n.otar.aiin.otam-
f103v.P.15;H;     tchedal.shey.lcheey.lchdy.char.olchey.lcheody.tedy.otai!n.otai!n.otaly-
f103v.P.16;H;     doiin.sheekchy.okeeshy.qol.shedy.otai!n.olkedy=
f103v.P.17;H;     qokeedy.chedy.qoteey.oteedy.lkedy.shedy.qokal.ol.char.otal.opchedy-
f103v.P.18;H;     yshear.ol.oqaiin.chckhy.lchedy.chedy.olaiin.oteedy.qokeedal.larorol-
